customer_id,age,gender,city,income_bracket,loyalty_member,registration_date
C0982,36.0,F,Baia Mare,Medium,1,2024-06-03
C0983,37.0,F,Pitesti,High,0,2023-11-02
C0984,26.0,F,Cluj-Napoca,Medium,0,2024-02-28
C0985,31.0,F,Bucuresti,Medium,0,2022-06-07
C0986,53.0,F,Bucuresti,Medium,0,2022-10-12
C0987,49.0,M,Ploiesti,Low,0,2024-05-14
C0988,36.0,F,Craiova,Low,0,2023-12-04
C0989,32.0,M,Timisoara,Medium,1,2023-09-27
C0990,33.0,M,Bucuresti,Medium,1,2023-10-19
C0991,38.0,F,Cluj-Napoca,Medium,0,2023-03-08
C0992,21.0,F,Timisoara,Medium,0,2022-04-10
C0993,29.0,M,Targu Mures,Medium,0,2024-02-04
C0994,18.0,M,Brasov,Low,1,2023-11-01
C0995,35.0,F,Bucuresti,Low,0,2023-04-30
C0996,38.0,M,Iasi,High,0,2024-05-18
C0997,27.0,F,Bucuresti,Medium,1,2022-12-28
C0998,47.0,F,Arad,High,0,2022-11-20
C0999,19.0,F,Bucuresti,Low,0,2024-04-24
C1000,18.0,F,Timisoara,High,0,2024-02-16
C1001,34.0,M,Bucuresti,Low,0,2023-06-07
C1002,42.0,F,Craiova,Low,0,2022-06-26
C1003,48.0,M,Brasov,High,0,2022-09-10
C1004,27.0,F,Craiova,Low,0,2023-10-12
C1005,42.0,M,Bucuresti,Medium,0,2023-02-10
C1006,31.0,F,Bucuresti,Low,1,2024-03-22
C1007,30.0,M,Bucuresti,Medium,0,2024-07-02
C1008,40.0,,Brasov,High,0,2024-02-24
C1009,38.0,M,Bucuresti,Medium,1,2023-02-03
C1010,18.0,M,Constanta,Medium,1,2024-02-08
C1011,46.0,F,Galati,Low,1,2023-01-11
C1012,45.0,M,Pitesti,Medium,0,2022-07-29
C1013,25.0,F,Timisoara,Medium,0,2022-03-31
C1014,35.0,F,Timisoara,Low,1,2023-02-11
C1015,36.0,F,Bucuresti,Medium,1,2024-05-22
C1016,34.0,M,Brasov,Low,0,2022-10-02
C1017,26.0,M,Ploiesti,High,1,2022-09-02
C1018,25.0,F,Bucuresti,Medium,0,2024-07-20
C1019,31.0,M,Cluj-Napoca,Low,1,2022-03-23
C1020,43.0,M,Ploiesti,Medium,1,2024-02-06
C1021,37.0,F,Galati,Medium,1,2022-12-15
C1022,28.0,F,Bucuresti,Medium,1,2022-04-03
C1023,39.0,F,Iasi,High,1,2024-06-04
C1024,18.0,M,Bucuresti,Medium,0,2022-07-04
C1025,43.0,F,Bucuresti,High,0,2023-07-10
C1026,18.0,M,Pitesti,Medium,0,2022-11-02
C1027,28.0,M,Ploiesti,Low,0,2022-04-28
C1028,20.0,F,Sibiu,Medium,1,2022-04-14
C1029,19.0,M,Bucuresti,Medium,0,2022-06-13
C1030,43.0,M,Galati,Medium,0,2022-05-04
C1031,27.0,M,Cluj-Napoca,High,0,2024-01-14
C1032,35.0,F,Bucuresti,Medium,1,2023-05-12
C1033,31.0,F,Iasi,High,0,2023-01-03
C1034,36.0,F,Bucuresti,Medium,0,2023-03-12
C1035,,F,Sibiu,Medium,0,2024-06-14
C1036,19.0,M,Constanta,Medium,1,2024-05-28
C1037,41.0,F,Bucuresti,Medium,0,2023-12-05
C1038,27.0,M,Bucuresti,High,1,2024-05-05
C1039,18.0,M,Bucuresti,Medium,0,2022-12-13
C1040,,F,Bucuresti,,0,2023-02-06
C1041,47.0,F,Constanta,Medium,1,2023-09-04
C1042,40.0,M,Ploiesti,Medium,0,2023-09-13
C1043,28.0,M,Bucuresti,Low,0,2023-05-08
C1044,28.0,M,Bucuresti,Low,0,2023-02-24
C1045,28.0,M,Constanta,Medium,0,2024-08-04
C1046,52.0,F,Ploiesti,Medium,0,2024-03-09
C1047,35.0,F,Bucuresti,Medium,0,2023-03-27
C1048,36.0,F,Bucuresti,Low,0,2023-12-15
C1049,42.0,F,Constanta,Low,0,2022-10-29
C1050,34.0,M,Bucuresti,Medium,1,2022-05-30
C1051,29.0,F,Bucuresti,Medium,1,2023-01-12
C1052,,M,Sibiu,Low,0,2023-02-26
C1053,31.0,F,Constanta,Medium,0,2022-03-15
C1054,31.0,F,Constanta,Medium,0,2024-03-03
C1055,39.0,F,Sibiu,Low,0,2023-01-18
C1056,32.0,M,Brasov,Low,0,2023-08-05
C1057,39.0,F,Bucuresti,Low,0,2022-05-06
C1058,31.0,M,Bucuresti,,0,2022-08-05
C1059,32.0,M,Bucuresti,Medium,0,2024-05-09
C1060,18.0,M,Bucuresti,,0,2023-08-30
C1061,41.0,M,Brasov,Medium,1,2024-07-03
C1062,,F,Galati,Medium,0,2024-08-15
C1063,41.0,F,Arad,Medium,1,2023-01-29
C1064,18.0,F,Brasov,Medium,1,2022-11-24
C1065,52.0,F,Bucuresti,Low,0,2024-04-11
C1066,30.0,F,Bucuresti,Medium,0,2024-08-15
C1067,43.0,M,Ploiesti,Medium,0,2023-09-18
C1068,21.0,M,Constanta,Medium,0,2024-02-14
C1069,38.0,F,Constanta,Medium,0,2024-02-02
C1070,21.0,M,Oradea,Low,1,2023-01-14
C1071,25.0,F,Craiova,Medium,0,2023-07-30
C1072,51.0,M,Ploiesti,Medium,0,2024-03-19
C1073,30.0,M,Bucuresti,High,1,2023-11-10
C1074,34.0,M,Sibiu,Medium,1,2022-03-20
C1075,40.0,M,Galati,Medium,0,2022-12-29
C1076,36.0,M,Bucuresti,Medium,1,2022-07-09
C1077,,F,Brasov,High,0,2022-09-26
C1078,35.0,,Bucuresti,Medium,0,2024-05-23
C1079,56.0,F,Arad,Medium,0,2022-04-03
C1080,31.0,M,Bucuresti,Medium,0,2022-09-14
C1081,34.0,M,Constanta,Medium,1,2022-12-04
C1082,42.0,M,Bucuresti,High,0,2023-09-07
C1083,43.0,F,Craiova,Low,0,2023-06-24
C1084,43.0,M,Bucuresti,Low,0,2022-09-13
C1085,38.0,F,Bucuresti,High,0,2022-07-26
C1086,20.0,M,Timisoara,Medium,0,2022-09-30
C1087,48.0,F,Pitesti,Medium,0,2023-05-27
C1088,20.0,M,Bucuresti,Medium,1,2022-10-31
C1089,35.0,F,Bucuresti,Low,0,2024-06-30
C1090,,F,Sibiu,Medium,0,2023-04-22
C1091,31.0,F,Timisoara,Medium,0,2022-04-22
C1092,,M,Pitesti,Medium,0,2023-12-17
C1093,35.0,M,Bucuresti,,0,2022-12-21
C1094,36.0,M,Brasov,High,1,2023-10-10
C1095,48.0,F,Bucuresti,Low,1,2022-11-07
C1096,36.0,F,Bucuresti,High,0,2023-07-27
C1097,29.0,F,Craiova,Low,0,2024-01-24
C1098,41.0,M,Constanta,Medium,1,2024-06-13
C1099,43.0,M,Sibiu,High,0,2022-10-22
C1100,19.0,M,Bucuresti,Medium,0,2022-12-27
C1101,37.0,F,Timisoara,Medium,0,2023-04-22
C1102,39.0,F,Cluj-Napoca,Medium,1,2024-06-12
C1103,29.0,F,Baia Mare,Medium,0,2024-05-20
C1104,45.0,M,Bucuresti,Low,1,2022-05-20
C1105,30.0,F,Bucuresti,High,1,2022-06-27
C1106,33.0,F,Bucuresti,Medium,0,2023-05-20
C1107,30.0,M,Iasi,Medium,1,2022-06-04
C1108,32.0,F,Bucuresti,Medium,1,2023-01-06
C1109,21.0,F,Pitesti,Low,0,2022-07-12
C1110,18.0,F,Bucuresti,Low,0,2023-09-24
C1111,47.0,F,Pitesti,Medium,0,2024-07-02
C1112,23.0,M,Bucuresti,Medium,0,2024-08-14
C1113,22.0,M,Brasov,Medium,0,2023-02-01
C1114,18.0,F,Pitesti,High,0,2023-08-22
C1115,25.0,M,Bucuresti,Low,0,2024-04-09
C1116,18.0,F,Arad,Medium,1,2022-06-14
C1117,,F,Timisoara,Low,0,2023-11-11
C1118,42.0,F,Arad,Medium,0,2023-03-03
C1119,25.0,F,Brasov,Low,0,2022-09-02
C1120,54.0,M,Bucuresti,High,0,2023-02-26
C1121,41.0,M,Bucuresti,Low,0,2022-05-08
C1122,28.0,M,Bucuresti,High,0,2023-11-16
C1123,18.0,M,Bucuresti,Medium,0,2022-10-14
C1124,54.0,M,Bucuresti,High,1,2022-12-06
C1125,18.0,M,Bucuresti,Medium,1,2022-06-17
C1126,18.0,F,Cluj-Napoca,High,0,2024-04-17
C1127,42.0,F,Oradea,Low,1,2023-05-19
C1128,56.0,M,Bucuresti,Medium,1,2023-07-28
C1129,45.0,M,Bucuresti,High,0,2023-07-26
C1130,37.0,F,Brasov,Low,1,2023-03-05
C1131,37.0,M,Bucuresti,Low,1,2022-08-21
C1132,40.0,M,Bucuresti,Medium,0,2023-12-31
C1133,39.0,M,Bucuresti,High,0,2022-06-23
C1134,34.0,F,Targu Mures,Medium,0,2022-06-02
C1135,33.0,M,Ploiesti,Medium,0,2023-11-30
C1136,31.0,F,Bucuresti,Low,1,2022-09-04
C1137,24.0,M,Brasov,Low,0,2022-12-02
C1138,29.0,F,Iasi,High,1,2023-05-02
C1139,18.0,M,Brasov,Low,1,2023-04-09
C1140,31.0,F,Craiova,Medium,1,2023-11-28
C1141,22.0,F,Brasov,High,1,2023-09-13
C1142,20.0,F,Bucuresti,Low,0,2023-10-01
C1143,33.0,F,Bucuresti,Medium,0,2023-12-03
C1144,45.0,F,Timisoara,Low,1,2022-11-19
C1145,41.0,F,Pitesti,Medium,0,2022-12-16
C1146,18.0,F,Constanta,Low,0,2023-03-30
C1147,22.0,F,Ploiesti,Medium,1,2022-12-02
C1148,41.0,M,Baia Mare,Medium,1,2024-08-03
C1149,22.0,M,Bucuresti,Medium,0,2024-03-02
C1150,29.0,M,Craiova,Medium,1,2022-07-27
C1151,37.0,F,Brasov,Low,1,2022-03-06
C1152,,M,Baia Mare,Medium,0,2022-04-08
C1153,33.0,M,Baia Mare,Medium,0,2022-10-06
C1154,18.0,F,Craiova,Medium,1,2022-06-11
C1155,25.0,F,Bucuresti,Low,0,2023-06-24
C1156,35.0,F,Oradea,Medium,0,2024-04-11
C1157,18.0,M,Bucuresti,Low,0,2023-12-24
C1158,36.0,F,Oradea,Medium,1,2022-09-11
C1159,31.0,M,Pitesti,Low,0,2023-02-23
C1160,37.0,M,Cluj-Napoca,Medium,0,2023-06-01
C1161,34.0,M,Brasov,Low,0,2024-02-28
C1162,45.0,M,Cluj-Napoca,High,1,2024-03-25
C1163,33.0,M,Cluj-Napoca,High,0,2024-05-27
C1164,27.0,F,Bucuresti,Low,0,2023-06-02
C1165,33.0,M,Oradea,Medium,1,2023-11-15
C1166,37.0,F,Targu Mures,Low,0,2022-06-09
C1167,32.0,F,Targu Mures,Medium,1,2023-07-22
C1168,32.0,M,Bucuresti,Medium,1,2022-10-10
C1169,24.0,F,Galati,Medium,1,2023-03-24
C1170,25.0,M,Sibiu,Medium,0,2023-09-22
C1171,18.0,F,Bucuresti,Low,1,2022-10-18
C1172,49.0,M,Bucuresti,Medium,1,2022-04-16
C1173,19.0,M,Bucuresti,Low,1,2022-03-10
C1174,25.0,M,Pitesti,Medium,0,2022-03-20
C1175,24.0,F,Brasov,Medium,1,2022-03-08
C1176,40.0,F,Craiova,Medium,0,2022-06-08
C1177,29.0,M,Bucuresti,Low,0,2022-10-02
C1178,44.0,F,Craiova,Medium,0,2022-09-16
C1179,25.0,F,Bucuresti,Medium,1,2024-08-05
C1180,34.0,F,Bucuresti,Low,0,2022-12-01
C1181,23.0,F,Constanta,Medium,0,2022-06-23
C1182,53.0,F,Bucuresti,High,1,2023-07-05
C1183,20.0,F,Ploiesti,High,0,2024-04-11
C1184,35.0,F,Bucuresti,Medium,1,2023-11-01
C1185,38.0,M,Brasov,Medium,0,2022-11-22
C1186,36.0,M,Cluj-Napoca,Low,0,2023-07-19
C1187,,M,Constanta,High,1,2023-12-04
C1188,30.0,F,Bucuresti,Low,1,2023-12-16
C1189,32.0,F,Bucuresti,High,0,2023-10-21
C1190,30.0,M,Pitesti,Medium,1,2024-04-22
C1191,41.0,F,Bucuresti,Medium,0,2024-04-22
C1192,54.0,F,Ploiesti,High,0,2023-08-04
C1193,26.0,M,Baia Mare,Low,0,2023-03-22
C1194,18.0,,Bucuresti,Medium,0,2023-09-29
C1195,31.0,M,Bucuresti,Medium,0,2024-03-06
C1196,57.0,M,Brasov,Low,0,2022-03-06
C1197,23.0,F,Arad,Medium,0,2024-08-09
C1198,48.0,F,Pitesti,Medium,0,2022-08-12
C1199,48.0,M,Timisoara,Medium,0,2023-04-28
C1200,26.0,F,Oradea,Low,0,2024-04-23
C1201,37.0,F,Bucuresti,High,1,2022-09-19
C1202,48.0,M,Baia Mare,Low,1,2023-05-04
C1203,,M,Arad,Low,0,2022-06-28
C1204,29.0,F,Bucuresti,Low,1,2023-02-19
C1205,26.0,M,Bucuresti,Low,1,2022-08-07
C1206,21.0,F,Bucuresti,Low,0,2023-01-22
C1207,,F,Bucuresti,High,0,2023-01-31
C1208,19.0,F,Ploiesti,Medium,1,2024-08-10
C1209,32.0,M,Cluj-Napoca,Low,0,2024-08-12
C1210,24.0,F,Bucuresti,Low,1,2022-06-12
C1211,34.0,M,Bucuresti,Medium,1,2023-12-14
C1212,18.0,M,Baia Mare,High,1,2022-04-16
C1213,35.0,M,Brasov,Low,1,2022-03-28
C1214,40.0,M,Cluj-Napoca,Low,0,2022-06-03
C1215,18.0,F,Bucuresti,Low,0,2024-07-16
C1216,35.0,F,Baia Mare,Low,1,2024-06-24
C1217,44.0,M,Ploiesti,Low,0,2022-08-22
C1218,19.0,F,Bucuresti,Medium,1,2022-07-24
C1219,48.0,M,Bucuresti,Low,1,2022-10-03
C1220,36.0,F,Bucuresti,Medium,1,2023-06-07
C1221,24.0,M,Bucuresti,Low,0,2023-07-26
C1222,31.0,F,Constanta,High,0,2022-09-16
C1223,37.0,F,Targu Mures,High,0,2024-01-10
C1224,32.0,F,Timisoara,Medium,0,2022-12-04
C1225,37.0,M,Ploiesti,Medium,1,2024-06-07
C1226,22.0,M,Timisoara,Medium,1,2023-10-13
C1227,33.0,F,Craiova,Medium,1,2023-03-28
C1228,18.0,M,Sibiu,Medium,0,2024-02-09
C1229,30.0,M,Bucuresti,Medium,0,2024-03-06
C1230,22.0,M,Bucuresti,High,1,2022-11-17
C1231,24.0,F,Brasov,High,0,2022-12-31
C1232,44.0,F,Bucuresti,Medium,0,2024-06-20
C1233,42.0,F,Bucuresti,Medium,1,2022-07-27
C1234,38.0,M,Iasi,Low,1,2022-04-07
C1235,21.0,M,Baia Mare,Low,0,2023-04-13
C1236,,F,Timisoara,Medium,1,2024-02-20
C1237,44.0,F,Ploiesti,,0,2024-01-24
C1238,33.0,M,Cluj-Napoca,High,1,2024-06-05
C1239,55.0,F,Oradea,Low,0,2023-06-23
C1240,35.0,,Constanta,Medium,0,2022-05-30
C1241,33.0,F,Galati,Medium,1,2023-08-12
C1242,28.0,M,Cluj-Napoca,Medium,0,2024-01-30
C1243,33.0,F,Constanta,Medium,1,2022-05-23
C1244,30.0,,Brasov,High,1,2022-08-03
C1245,39.0,F,Cluj-Napoca,Medium,1,2022-03-12
C1246,41.0,M,Bucuresti,Medium,1,2023-08-17
C1247,24.0,F,Bucuresti,Low,0,2024-05-07
C1248,18.0,M,Bucuresti,Medium,1,2023-10-25
C1249,18.0,M,Galati,High,0,2024-07-31
C1250,37.0,F,Bucuresti,Medium,0,2022-04-26
C1251,20.0,,Bucuresti,High,1,2024-05-21
C1252,18.0,F,Sibiu,Medium,0,2024-03-02
C1253,35.0,F,Bucuresti,Low,0,2022-12-08
C1254,56.0,M,Timisoara,Low,0,2024-07-24
C1255,31.0,M,Bucuresti,Medium,1,2022-11-15
C1256,40.0,M,Arad,Medium,1,2024-05-09
C1257,32.0,F,Galati,Medium,0,2024-05-01
C1258,31.0,F,Galati,Low,0,2024-01-11
C1259,41.0,F,Cluj-Napoca,Medium,1,2023-07-21
C1260,29.0,M,Oradea,Medium,0,2022-06-17
C1261,34.0,,Bucuresti,Medium,0,2023-06-22
C1262,35.0,F,Bucuresti,Low,0,2023-01-16
C1263,25.0,M,Bucuresti,Low,0,2024-02-11
C1264,,F,Constanta,Low,0,2024-01-12
C1265,30.0,F,Timisoara,Low,1,2024-05-28
C1266,,F,Iasi,Low,0,2022-03-14
C1267,37.0,M,Bucuresti,Low,1,2024-02-27
C1268,23.0,M,Cluj-Napoca,Medium,1,2024-06-22
C1269,32.0,M,Craiova,Medium,1,2024-02-09
C1270,31.0,M,Cluj-Napoca,High,0,2022-06-26
C1271,42.0,M,Sibiu,Low,0,2022-05-13
C1272,36.0,F,Bucuresti,Medium,0,2022-03-19
C1273,31.0,F,Ploiesti,Medium,1,2023-09-17
C1274,40.0,M,Constanta,Low,0,2023-09-18
C1275,45.0,M,Bucuresti,High,0,2024-08-05
C1276,37.0,M,Bucuresti,Low,0,2023-02-22
C1277,32.0,M,Brasov,High,0,2022-12-24
C1278,18.0,F,Ploiesti,,0,2023-09-13
C1279,21.0,M,Cluj-Napoca,Medium,0,2024-03-13
C1280,28.0,M,Bucuresti,Medium,0,2024-06-21
C1281,25.0,M,Galati,Medium,0,2024-02-21
C1282,30.0,F,Brasov,Medium,0,2023-03-20
C1283,32.0,F,Timisoara,Medium,1,2023-09-23
C1284,37.0,M,Timisoara,,0,2024-04-09
C1285,31.0,F,Bucuresti,Low,0,2023-05-16
C1286,36.0,,Constanta,Medium,0,2022-09-12
C1287,32.0,F,Bucuresti,Medium,0,2022-07-31
C1288,18.0,M,Baia Mare,High,1,2022-03-01
C1289,22.0,F,Timisoara,Low,0,2023-12-07
C1290,30.0,F,Timisoara,High,1,2022-06-08
C1291,19.0,F,Iasi,Low,1,2022-10-06
C1292,37.0,F,Pitesti,Medium,1,2022-11-24
C1293,47.0,F,Oradea,Medium,0,2023-07-18
C1294,44.0,M,Timisoara,Medium,0,2023-02-22
C1295,29.0,F,Craiova,Low,1,2023-10-29
C1296,46.0,F,Constanta,Medium,0,2022-04-20
C1297,,F,Timisoara,High,1,2022-06-20
C1298,28.0,M,Bucuresti,Medium,1,2023-05-24
C1299,25.0,,Timisoara,Medium,1,2022-12-29
C1300,28.0,F,Bucuresti,High,0,2022-11-22
C1301,28.0,M,Pitesti,Medium,1,2022-04-30
C1302,33.0,F,Bucuresti,Medium,1,2024-05-15
C1303,33.0,F,Arad,Low,1,2023-11-13
C1304,,F,Iasi,High,0,2022-06-18
C1305,36.0,M,Brasov,Medium,0,2022-04-28
C1306,43.0,M,Iasi,Low,0,2024-07-25
C1307,41.0,F,Bucuresti,Low,0,2023-11-04
C1308,18.0,M,Bucuresti,High,0,2023-03-11
C1309,18.0,F,Bucuresti,Low,1,2023-11-22
C1310,41.0,F,Constanta,High,0,2024-01-10
C1311,18.0,F,Timisoara,Low,1,2024-01-31
C1312,29.0,M,Oradea,Medium,0,2023-05-05
C1313,20.0,F,Bucuresti,Medium,0,2023-03-22
C1314,18.0,M,Bucuresti,Medium,0,2022-03-10
C1315,37.0,M,Cluj-Napoca,High,0,2024-06-11
C1316,39.0,M,Targu Mures,Medium,1,2023-08-25
C1317,26.0,,Craiova,Medium,0,2022-08-30
C1318,18.0,F,Cluj-Napoca,Low,1,2024-06-05
C1319,26.0,F,Iasi,Low,0,2024-06-01
C1320,35.0,M,Bucuresti,Low,1,2024-08-07
C1321,18.0,F,Baia Mare,Medium,0,2024-04-25
C1322,33.0,M,Brasov,Low,0,2024-08-15
C1323,31.0,F,Bucuresti,Low,0,2022-10-07
C1324,37.0,F,Constanta,Medium,0,2024-03-28
C1325,33.0,F,Bucuresti,Medium,0,2024-03-10
C1326,22.0,M,Arad,Medium,1,2022-09-24
C1327,43.0,F,Bucuresti,Low,1,2022-05-28
C1328,30.0,M,Brasov,Low,1,2024-07-29
C1329,31.0,F,Bucuresti,High,0,2022-11-22
C1330,,M,Craiova,Low,0,2024-04-22
C1331,27.0,F,Oradea,High,0,2022-03-04
C1332,23.0,F,Brasov,High,1,2022-03-19
C1333,30.0,F,Constanta,Medium,1,2023-04-24
C1334,49.0,M,Pitesti,Low,1,2022-10-01
C1335,18.0,F,Bucuresti,High,1,2023-11-11
C1336,18.0,M,Bucuresti,Medium,0,2023-07-23
C1337,46.0,F,Bucuresti,Medium,0,2022-05-09
C1338,29.0,M,Baia Mare,Medium,0,2022-07-25
C1339,,M,Cluj-Napoca,Low,0,2023-02-13
C1340,42.0,F,Sibiu,Low,0,2022-08-15
C1341,25.0,M,Craiova,Medium,0,2024-02-12
C1342,50.0,M,Bucuresti,Medium,1,2023-03-10
C1343,38.0,M,Bucuresti,Medium,1,2022-05-24
C1344,27.0,M,Bucuresti,Medium,1,2023-05-10
C1345,53.0,F,Cluj-Napoca,Medium,1,2022-05-21
C1346,25.0,F,Bucuresti,Medium,0,2022-06-25
C1347,39.0,M,Bucuresti,High,0,2022-10-02
C1348,34.0,M,Galati,Low,1,2024-04-12
C1349,45.0,M,Arad,Medium,0,2024-06-10
C1350,47.0,M,Bucuresti,Low,0,2024-03-13
C1351,32.0,F,Bucuresti,Medium,0,2022-12-26
C1352,24.0,F,Bucuresti,Medium,0,2022-11-01
C1353,36.0,M,Craiova,High,0,2023-07-08
C1354,25.0,M,Ploiesti,Low,0,2023-12-10
C1355,52.0,M,Bucuresti,High,0,2024-08-11
C1356,33.0,F,Bucuresti,Low,1,2022-06-27
C1357,28.0,F,Oradea,Medium,0,2022-04-14
C1358,33.0,M,Constanta,Low,0,2023-11-15
C1359,18.0,M,Bucuresti,High,0,2024-03-19
C1360,22.0,F,Constanta,Medium,0,2024-03-31
C1361,44.0,F,Bucuresti,Medium,1,2023-11-01
C1362,25.0,M,Bucuresti,High,1,2024-07-06
C1363,21.0,M,Oradea,Low,1,2023-06-03
C1364,37.0,M,Ploiesti,Low,0,2024-05-31
C1365,43.0,F,Cluj-Napoca,High,0,2024-07-19
C1366,39.0,M,Arad,Medium,0,2024-04-01
C1367,41.0,M,Cluj-Napoca,Low,0,2022-12-04
C1368,24.0,F,Oradea,Medium,0,2022-08-24
C1369,18.0,M,Timisoara,Medium,0,2023-07-07
C1370,47.0,F,Pitesti,Low,0,2023-04-12
C1371,28.0,M,Pitesti,Low,1,2024-04-28
C1372,29.0,,Bucuresti,Low,0,2022-05-30
C1373,45.0,F,Targu Mures,Medium,1,2022-10-18
C1374,37.0,M,Ploiesti,High,0,2024-01-06
C1375,36.0,F,Oradea,High,0,2022-05-25
C1376,53.0,F,Bucuresti,Medium,1,2022-12-14
C1377,25.0,M,Ploiesti,Low,1,2023-02-12
C1378,41.0,F,Galati,High,0,2023-09-12
C1379,32.0,M,Bucuresti,Medium,0,2022-07-21
C1380,34.0,F,Arad,Low,0,2024-04-13
C1381,,M,Bucuresti,High,0,2023-04-07
C1382,37.0,F,Bucuresti,Medium,1,2024-06-03
C1383,37.0,M,Iasi,Medium,1,2023-04-26
C1384,42.0,M,Constanta,Medium,1,2022-11-03
C1385,28.0,F,Brasov,Low,0,2022-07-06
C1386,23.0,F,Bucuresti,Low,1,2022-03-04
C1387,21.0,M,Arad,Medium,0,2023-06-22
C1388,18.0,M,Bucuresti,Low,1,2022-06-05
C1389,52.0,F,Bucuresti,Medium,1,2023-02-16
C1390,20.0,F,Bucuresti,Medium,0,2023-08-13
C1391,29.0,M,Iasi,Medium,0,2022-11-04
C1392,29.0,F,Targu Mures,Medium,0,2022-08-05
C1393,35.0,M,Brasov,Medium,0,2024-01-27
C1394,40.0,F,Ploiesti,High,1,2024-06-30
C1395,40.0,M,Bucuresti,Medium,0,2022-05-30
C1396,26.0,M,Iasi,Low,0,2022-07-19
C1397,30.0,F,Timisoara,Low,0,2024-07-12
C1398,34.0,M,Timisoara,Medium,1,2022-04-04
C1399,29.0,F,Bucuresti,Low,0,2024-07-27
C1400,48.0,M,Craiova,Low,1,2022-03-05
C1401,,M,Timisoara,Low,1,2024-04-25
C1402,39.0,M,Oradea,Medium,1,2022-12-02
C1403,38.0,F,Timisoara,High,0,2024-06-22
C1404,43.0,M,Bucuresti,Low,0,2022-12-11
C1405,33.0,F,Brasov,Medium,0,2023-10-10
C1406,,F,Bucuresti,Medium,0,2022-05-12
C1407,35.0,F,Galati,Low,0,2022-10-05
C1408,25.0,M,Constanta,High,1,2024-01-26
C1409,,M,Bucuresti,Medium,0,2023-06-19
C1410,37.0,M,Arad,Medium,1,2024-06-13
C1411,,M,Iasi,Medium,0,2023-03-21
C1412,32.0,M,Bucuresti,Low,1,2024-04-21
C1413,35.0,F,Constanta,Medium,1,2023-04-09
C1414,49.0,M,Bucuresti,Low,1,2024-07-29
C1415,34.0,M,Ploiesti,High,1,2024-07-11
C1416,58.0,M,Ploiesti,Medium,1,2022-12-22
C1417,,,Baia Mare,Medium,1,2024-05-06
C1418,18.0,M,Timisoara,Low,0,2024-04-01
C1419,39.0,F,Timisoara,Medium,0,2022-09-06
C1420,35.0,M,Sibiu,Medium,0,2023-09-13
C1421,44.0,F,Bucuresti,Medium,0,2022-05-05
C1422,38.0,F,Iasi,Medium,0,2024-03-23
C1423,30.0,M,Iasi,Medium,0,2022-08-05
C1424,19.0,M,Bucuresti,High,0,2022-05-03
C1425,29.0,M,Cluj-Napoca,Medium,0,2023-02-24
C1426,,M,Galati,High,0,2023-08-02
C1427,26.0,F,Galati,High,1,2024-04-08
C1428,37.0,F,Bucuresti,Medium,0,2024-07-24
C1429,48.0,F,Bucuresti,Low,1,2023-03-31
C1430,35.0,F,Bucuresti,Medium,0,2022-04-24
C1431,20.0,M,Galati,High,1,2024-01-04
C1432,36.0,M,Bucuresti,Low,1,2023-07-22
C1433,43.0,F,Craiova,Medium,1,2023-04-08
C1434,,M,Bucuresti,High,1,2022-12-04
C1435,30.0,F,Constanta,Medium,0,2023-05-27
C1436,32.0,M,Bucuresti,Medium,1,2022-12-30
C1437,24.0,M,Oradea,Low,1,2024-01-11
C1438,38.0,F,Bucuresti,Low,1,2023-07-03
C1439,30.0,M,Brasov,Medium,1,2024-04-28
C1440,36.0,F,Bucuresti,Low,0,2023-07-03
C1441,23.0,F,Craiova,Low,1,2022-10-01
C1442,27.0,,Galati,High,0,2024-04-04
C1443,39.0,F,Bucuresti,Medium,0,2023-07-15
C1444,28.0,F,Galati,High,0,2022-09-03
C1445,49.0,F,Constanta,High,1,2023-09-13
C1446,28.0,M,Bucuresti,Low,0,2023-01-16
C1447,34.0,F,Cluj-Napoca,Low,0,2024-03-29
C1448,41.0,F,Bucuresti,Medium,0,2023-04-12
C1449,18.0,M,Craiova,Medium,1,2023-12-14
C1450,18.0,M,Sibiu,Low,1,2022-05-25
C1451,18.0,M,Bucuresti,,0,2023-02-20
C1452,44.0,F,Timisoara,Low,0,2024-08-01
C1453,26.0,F,Ploiesti,High,1,2024-02-26
C1454,57.0,M,Targu Mures,Low,1,2022-07-22
C1455,26.0,F,Iasi,Low,1,2022-11-05
C1456,33.0,F,Arad,Low,0,2022-12-22
C1457,47.0,F,Iasi,High,1,2023-10-07
C1458,52.0,F,Cluj-Napoca,Medium,0,2024-01-11
C1459,52.0,F,Galati,High,0,2024-01-04
C1460,44.0,M,Timisoara,Medium,0,2023-06-02
C1461,42.0,,Timisoara,Medium,0,2024-02-28
C1462,37.0,M,Timisoara,Low,1,2023-03-29
C1463,39.0,F,Galati,Medium,0,2022-06-20
C1464,26.0,F,Ploiesti,Medium,0,2023-07-21
C1465,23.0,M,Cluj-Napoca,Medium,0,2024-07-05
C1466,31.0,M,Bucuresti,Low,0,2024-02-12
C1467,30.0,F,Timisoara,High,0,2023-08-03
C1468,27.0,M,Constanta,Low,0,2023-10-04
C1469,38.0,F,Bucuresti,High,0,2024-06-15
C1470,41.0,M,Oradea,Low,1,2023-03-21
C1471,,M,Timisoara,Medium,1,2022-12-24
C1472,46.0,F,Bucuresti,Medium,1,2024-07-27
C1473,20.0,F,Bucuresti,Medium,0,2024-04-16
