transaction_id,store_id,product_id,customer_id,date,quantity,unit_price,discount,total_revenue
T20421,S008,P026,C0057,2023-09-28,1,28.22,0.0,28.22
T20422,S014,P011,C1299,2023-12-30,1,10.39,0.15,8.83
T20423,S004,P005,C1839,2023-06-07,2,15.59,0.0,31.18
T20424,S006,P019,,2024-04-20,1,14.37,0.0,14.37
T20425,S007,P010,C0379,2024-02-09,1,16.34,0.0,16.34
T20426,S009,P011,C0621,2024-04-17,1,9.76,0.0,9.76
T20427,S005,P023,,2024-02-20,1,21.88,0.0,21.88
T20428,S006,P007,C1708,2023-02-15,1,18.18,0.1,16.36
T20429,S014,P026,C1753,2024-07-18,2,27.37,0.0,54.74
T20430,S009,P005,,2024-04-24,1,16.19,0.0,16.19
T20431,S012,P007,C0226,2024-11-30,2,17.5,0.1,31.5
T20432,S005,P018,C1075,2023-12-25,1,11.5,0.0,11.5
T20433,S005,P011,C1509,2024-05-21,1,10.01,0.05,9.51
T20434,S015,P020,C0338,2024-12-25,1,18.74,0.0,18.74
T20435,S011,P007,,2024-12-04,1,18.59,0.0,18.59
T20436,S001,P005,C0086,2023-05-15,1,15.89,0.1,14.3
T20437,S003,P021,C0923,2023-02-16,2,13.39,0.0,26.78
T20438,S002,P024,C0531,2023-04-18,1,20.72,0.0,20.72
T20439,S001,P029,,2022-02-19,1,53.31,0.0,53.31
T20440,S010,P006,C0491,2023-03-27,3,10.09,0.0,30.27
T20441,S011,P016,,2024-12-23,1,10.37,0.0,10.37
T20442,S004,P004,,2024-06-13,2,14.54,0.0,29.08
T20443,S007,P017,C0482,2023-03-12,1,12.17,0.15,10.34
T20444,S015,P016,C0848,2024-12-29,1,10.5,0.0,10.5
T20445,S013,P008,,2024-10-01,1,17.36,0.0,17.36
T20446,S004,P016,C0710,2024-10-31,1,10.28,0.05,9.77
T20447,S009,P016,C1637,2023-12-19,1,10.48,0.0,10.48
T20448,S011,P014,C1154,2024-12-14,1,11.84,0.0,11.84
T20449,S003,P015,C1118,2024-04-18,1,12.55,0.0,12.55
T20450,S014,P008,C1722,2023-12-28,3,16.39,0.0,49.17
T20451,S009,P010,,2023-12-24,1,16.6,0.0,16.6
T20452,S005,P012,C0732,2024-10-19,2,9.74,0.0,19.48
T20453,S015,P004,C1291,2024-12-26,1,14.94,0.0,14.94
T20454,S015,P004,,2024-12-29,2,15.33,0.0,30.66
T20455,S007,P024,C0910,2023-04-17,3,19.69,0.0,59.07
T20456,S009,P005,C1305,2024-07-26,2,15.68,0.0,31.36
T20457,S009,P026,C1961,2024-12-17,2,27.44,0.0,54.88
T20458,S014,P003,C0752,2024-04-30,1,13.86,0.0,13.86
T20459,S005,P003,C1243,2022-11-22,1,13.58,0.15,11.54
T20460,S010,P015,C0439,2024-09-13,1,13.09,0.0,13.09
T20461,S001,P006,C0375,2023-11-09,2,10.27,0.0,20.54
T20462,S009,P016,C1790,2024-07-26,1,10.1,0.0,10.1
T20463,S006,P022,,2022-08-17,1,16.41,0.0,16.41
T20464,S004,P030,C0931,2023-01-11,1,50.49,0.15,42.92
T20465,S003,P005,C0706,2023-11-13,2,16.71,0.0,33.42
T20466,S014,P014,C0874,2024-06-24,1,11.8,0.0,11.8
T20467,S010,P008,C0836,2024-04-26,1,16.23,0.0,16.23
T20468,S003,P014,,2024-04-19,1,12.23,0.0,12.23
T20469,S014,P019,,2024-04-28,1,13.33,0.0,13.33
T20470,S010,P003,C0863,2023-07-05,1,13.62,0.0,13.62
T20471,S003,P015,C0646,2024-07-29,1,13.51,0.0,13.51
T20472,S010,P007,,2023-01-10,1,18.72,0.0,18.72
T20473,S015,P013,C0103,2024-12-25,1,13.55,0.0,13.55
T20474,S009,P003,C0235,2024-09-30,2,13.62,0.0,27.24
T20475,S012,P030,C0498,2024-11-28,2,51.94,0.0,103.88
T20476,S004,P021,C1761,2024-12-29,1,13.42,0.0,13.42
T20477,S004,P019,,2022-12-29,1,14.23,0.05,13.52
T20478,S011,P009,C0536,2024-12-15,1,18.71,0.15,15.9
T20479,S011,P007,C0011,2024-11-22,1,18.41,0.05,17.49
T20480,S004,P007,,2024-05-06,1,17.81,0.0,17.81
T20481,S013,P007,C1399,2024-11-23,2,17.76,0.0,35.52
T20482,S015,P018,C1553,2024-12-28,1,10.92,0.1,9.83
T20483,S004,P026,C0681,2024-08-30,1,27.97,0.0,27.97
T20484,S014,P002,C1035,2024-11-22,1,11.65,0.0,11.65
T20485,S011,P004,C0222,2024-12-26,1,14.78,0.0,14.78
T20486,S013,P004,C0420,2024-07-16,1,15.68,0.0,15.68
T20487,S001,P003,,2023-05-12,1,13.78,0.0,13.78
T20488,S003,P006,C0782,2023-10-18,3,9.6,0.0,28.8
T20489,S013,P010,C1629,2024-08-12,1,16.25,0.0,16.25
T20490,S013,P003,,2024-09-18,1,14.64,0.0,14.64
T20491,S001,P024,C1001,2022-03-16,1,19.84,0.0,19.84
T20492,S006,P024,C1802,2024-11-29,1,20.27,0.15,17.23
T20493,S001,P021,C0773,2023-06-05,1,12.58,0.05,11.95
T20494,S009,P014,C0638,2023-12-19,1,11.46,0.0,11.46
T20495,S003,P019,C0460,2024-06-10,1,14.03,0.15,11.93
T20496,S004,P025,,2023-08-14,1,24.35,0.05,23.13
T20497,S011,P005,C0198,2024-12-15,1,15.34,0.0,15.34
T20498,S011,P003,C0402,2024-12-29,1,14.65,0.0,14.65
T20499,S015,P022,C1501,2024-12-27,2,15.31,0.0,30.62
T20500,S013,P006,C1914,2024-12-25,1,10.22,0.0,10.22
T20501,S011,P014,,2024-11-24,1,12.5,0.0,12.5
T20502,S011,P026,C1453,2024-12-03,2,27.85,0.15,47.34
T20503,S004,P006,C1646,2024-10-26,1,10.1,0.0,10.1
T20504,S004,P005,C0327,2023-07-05,1,16.45,0.15,13.98
T20505,S010,P025,C1980,2023-11-23,1,24.37,0.05,23.15
T20506,S009,P001,C0459,2024-05-01,1,8.12,0.0,8.12
T20507,S010,P003,C1709,2023-11-25,1,13.88,0.0,13.88
T20508,S008,P003,C0107,2024-02-17,1,13.61,0.0,13.61
T20509,S004,P022,C0648,2023-09-14,1,16.39,0.0,16.39
T20510,S010,P007,C0377,2024-10-01,1,17.54,0.0,17.54
T20511,S013,P005,C1787,2024-09-17,1,16.61,0.0,16.61
T20512,S007,P003,,2023-01-31,1,14.63,0.0,14.63
T20513,S009,P020,C1529,2024-07-24,2,17.79,0.0,35.58
T20514,S015,P003,C0638,2024-12-29,2,14.65,0.05,27.84
T20515,S005,P024,C0932,2024-12-25,1,20.44,0.0,20.44
T20516,S015,P002,C0311,2024-12-28,1,11.6,0.05,11.02
T20517,S009,P019,C1700,2024-10-21,1,13.75,0.05,13.06
T20518,S010,P019,C1523,2024-01-02,1,13.71,0.0,13.71
T20519,S006,P009,C1011,2024-07-05,1,19.42,0.0,19.42
T20520,S009,P005,C1951,2024-06-25,1,16.24,0.0,16.24
T20521,S007,P013,C0890,2024-12-30,1,14.52,0.0,14.52
T20522,S006,P017,C0167,2023-10-31,1,11.81,0.0,11.81
T20523,S012,P002,C0151,2024-10-30,1,12.18,0.0,12.18
T20524,S005,P006,C0176,2022-12-29,1,10.22,0.0,10.22
T20525,S014,P001,C0996,2024-01-18,1,8.29,0.0,8.29
T20526,S012,P002,C0703,2024-11-08,1,11.62,0.1,10.46
T20527,S004,P006,C1676,2024-05-31,1,10.5,0.0,10.5
T20528,S015,P001,C0905,2024-12-26,2,7.99,0.05,15.18
T20529,S010,P002,C0537,2023-03-30,1,11.57,0.0,11.57
T20530,S015,P018,C0264,2024-12-29,1,10.85,0.0,10.85
T20531,S011,P010,,2024-11-24,1,15.27,0.0,15.27
T20532,S012,P006,,2024-12-17,1,10.12,0.0,10.12
T20533,S013,P010,,2024-07-10,1,16.54,0.0,16.54
T20534,S014,P006,C1050,2024-06-15,1,10.06,0.1,9.05
T20535,S005,P019,C0035,2024-10-17,1,13.62,0.1,12.26
T20536,S004,P007,C0621,2023-12-04,1,17.9,0.0,17.9
T20537,S004,P004,C0182,2024-12-01,1,15.58,0.0,15.58
T20538,S007,P010,C0113,2024-06-01,1,16.64,0.0,16.64
T20539,S006,P009,C1572,2022-07-26,2,19.44,0.0,38.88
T20540,S011,P017,C0731,2024-11-15,1,12.4,0.0,12.4
T20541,S015,P004,,2024-12-25,3,15.32,0.0,45.96
T20542,S014,P025,C1813,2024-09-01,1,23.97,0.0,23.97
T20543,S004,P007,,2023-10-19,1,18.34,0.0,18.34
T20544,S005,P007,C0650,2023-06-29,3,17.74,0.15,45.24
T20545,S009,P010,,2023-08-17,1,15.98,0.0,15.98
T20546,S009,P003,C0866,2024-08-27,1,13.9,0.0,13.9
T20547,S013,P020,,2024-07-30,1,18.52,0.0,18.52
T20548,S004,P011,C1941,2023-08-28,1,9.75,0.0,9.75
T20549,S007,P003,C0254,2023-06-26,1,13.54,0.05,12.86
T20550,S003,P005,C1963,2024-12-03,1,16.54,0.0,16.54
T20551,S010,P018,C0061,2023-04-13,1,11.5,0.0,11.5
T20552,S014,P011,C1505,2024-11-07,1,9.52,0.1,8.57
T20553,S001,P025,C1231,2023-02-15,1,25.74,0.0,25.74
T20554,S004,P016,C1855,2023-03-25,1,9.85,0.15,8.37
T20555,S001,P004,C0511,2022-02-13,2,15.41,0.0,30.82
T20556,S005,P017,,2022-08-22,1,11.5,0.0,11.5
T20557,S010,P008,C0951,2023-12-21,1,17.78,0.0,17.78
T20558,S006,P011,C1605,2023-10-18,3,10.16,0.0,30.48
T20559,S009,P025,C1191,2024-03-28,3,25.21,0.0,75.63
T20560,S006,P016,C1353,2023-08-14,1,9.58,0.0,9.58
T20561,S001,P018,C1634,2024-04-15,2,10.62,0.0,21.24
T20562,S014,P013,C0920,2024-09-30,1,13.99,0.0,13.99
T20563,S014,P021,C1481,2024-11-24,1,12.97,0.0,12.97
T20564,S015,P029,C0224,2024-12-26,1,54.54,0.0,54.54
T20565,S009,P012,,2024-05-12,1,9.67,0.0,9.67
T20566,S004,P017,C1618,2024-01-29,1,12.14,0.0,12.14
T20567,S014,P008,C0118,2024-01-24,1,16.52,0.0,16.52
T20568,S003,P004,,2023-02-28,2,14.87,0.0,29.74
T20569,S007,P003,C1693,2023-08-25,1,14.28,0.05,13.57
T20570,S014,P001,C0804,2024-07-05,1,7.65,0.0,7.65
T20571,S014,P001,C0504,2024-03-31,2,7.61,0.0,15.22
T20572,S010,P021,C0373,2024-05-28,1,13.36,0.05,12.69
T20573,S001,P011,C1991,2024-07-11,1,9.99,0.0,9.99
T20574,S013,P024,C1824,2024-11-02,1,20.92,0.0,20.92
T20575,S007,P009,C1134,2023-04-20,2,19.06,0.0,38.12
T20576,S012,P013,,2024-12-11,1,14.35,0.0,14.35
T20577,S003,P020,C0305,2023-10-15,2,17.38,0.0,34.76
T20578,S014,P006,,2023-12-10,2,9.83,0.0,19.66
T20579,S015,P002,,2024-12-29,1,12.06,0.0,12.06
T20580,S007,P023,C0436,2024-07-29,1,20.97,0.0,20.97
T20581,S001,P022,,2023-10-18,1,16.75,0.0,16.75
T20582,S001,P013,,2022-12-15,1,14.24,0.0,14.24
T20583,S006,P016,C0824,2024-02-25,1,9.93,0.0,9.93
T20584,S015,P026,C0663,2024-12-26,1,27.32,0.05,25.95
T20585,S006,P015,,2022-08-01,1,13.65,0.0,13.65
T20586,S004,P008,,2023-06-01,1,17.02,0.0,17.02
T20587,S015,P003,,2024-12-26,2,14.07,0.0,28.14
T20588,S009,P002,C0827,2024-07-12,1,12.51,0.0,12.51
T20589,S009,P018,C0436,2024-05-22,2,11.04,0.0,22.08
T20590,S007,P005,C0152,2023-11-06,1,15.64,0.0,15.64
T20591,S015,P001,C0400,2024-12-25,1,7.83,0.0,7.83
T20592,S004,P017,C1353,2022-12-01,1,11.89,0.0,11.89
T20593,S010,P005,C1619,2023-07-28,3,15.99,0.0,47.97
T20594,S014,P020,C1305,2024-02-05,2,18.66,0.0,37.32
T20595,S004,P020,C0656,2023-09-02,2,17.76,0.05,33.74
T20596,S004,P012,C1136,2024-05-16,1,10.21,0.0,10.21
T20597,S007,P009,,2024-06-23,2,19.68,0.0,39.36
T20598,S010,P010,C1714,2024-07-28,1,15.38,0.05,14.61
T20599,S003,P013,,2023-03-02,2,13.69,0.0,27.38
T20600,S014,P017,C1696,2024-08-02,2,12.05,0.0,24.1
T20601,S004,P001,C0817,2023-01-06,2,7.97,0.0,15.94
T20602,S011,P016,C1980,2024-12-06,1,10.27,0.15,8.73
T20603,S015,P018,C1544,2024-12-27,3,11.36,0.0,34.08
T20604,S009,P001,,2023-12-06,1,7.86,0.0,7.86
T20605,S004,P008,C1711,2024-03-10,1,17.53,0.1,15.78
T20606,S004,P011,C0349,2023-10-06,1,9.81,0.0,9.81
T20607,S011,P005,C0279,2024-12-01,1,15.77,0.0,15.77
T20608,S011,P019,C0947,2024-11-19,1,14.39,0.0,14.39
T20609,S005,P016,C1598,2022-11-03,1,10.31,0.0,10.31
T20610,S010,P002,C0819,2023-09-14,2,12.32,0.0,24.64
T20611,S014,P004,C1432,2024-08-20,2,14.71,0.0,29.42
T20612,S009,P004,C0360,2023-12-05,1,14.4,0.0,14.4
T20613,S014,P006,C0942,2024-07-11,1,9.98,0.1,8.98
T20614,S009,P016,C0892,2023-12-17,2,10.16,0.0,20.32
T20615,S004,P011,,2024-04-10,2,10.42,0.0,20.84
T20616,S006,P011,C0678,2022-11-20,1,10.02,0.0,10.02
T20617,S010,P007,C1542,2024-02-13,1,17.87,0.05,16.98
T20618,S001,P007,C1521,2023-08-31,1,17.81,0.0,17.81
T20619,S005,P023,C0599,2023-02-16,1,21.78,0.0,21.78
T20620,S015,P018,C1243,2024-12-30,1,11.47,0.0,11.47
T20621,S004,P013,C1770,2024-04-22,1,14.34,0.0,14.34
T20622,S002,P007,C1430,2024-12-10,1,17.18,0.0,17.18
T20623,S015,P005,C1259,2024-12-26,1,16.66,0.05,15.83
T20624,S013,P020,C0005,2024-12-28,1,18.04,0.0,18.04
T20625,S011,P021,C0195,2024-11-28,1,13.39,0.1,12.05
T20626,S001,P019,,2023-03-06,1,13.59,0.0,13.59
T20627,S012,P024,,2024-12-20,1,20.52,0.0,20.52
T20628,S008,P005,C0104,2024-03-07,1,15.63,0.0,15.63
T20629,S015,P004,C1647,2024-12-28,1,14.89,0.0,14.89
T20630,S002,P005,C0260,2024-11-07,1,16.48,0.0,16.48
T20631,S004,P014,C1405,2023-12-29,1,11.53,0.0,11.53
T20632,S015,P010,C1084,2024-12-30,1,16.68,0.0,16.68
T20633,S001,P024,C0656,2023-03-08,2,19.53,0.05,37.11
T20634,S008,P019,C0517,2024-01-04,1,14.08,0.0,14.08
T20635,S004,P001,,2023-08-07,1,7.7,0.0,7.7
T20636,S005,P014,C1960,2024-05-28,3,11.47,0.0,34.41
T20637,S007,P009,,2023-09-09,3,19.67,0.0,59.01
T20638,S009,P001,C0443,2024-06-18,1,7.62,0.15,6.48
T20639,S012,P013,C0881,2024-12-10,1,13.95,0.0,13.95
T20640,S007,P004,C1796,2024-05-22,2,14.88,0.0,29.76
T20641,S013,P016,C1515,2024-06-28,1,10.1,0.0,10.1
T20642,S010,P006,C0089,2023-04-10,1,9.54,0.0,9.54
T20643,S002,P007,,2023-11-22,2,18.77,0.0,37.54
T20644,S015,P011,C0894,2024-12-27,1,9.73,0.0,9.73
T20645,S009,P017,C0640,2024-05-14,1,11.59,0.0,11.59
T20646,S013,P005,C1242,2024-07-14,2,16.0,0.0,32.0
T20647,S005,P004,,2023-08-19,1,14.83,0.0,14.83
T20648,S003,P010,C0669,2022-08-29,1,16.39,0.05,15.57
T20649,S011,P021,C0848,2024-11-26,2,12.82,0.0,25.64
T20650,S001,P007,,2023-01-12,1,18.71,0.0,18.71
T20651,S011,P002,C0351,2024-11-16,2,11.61,0.0,23.22
T20652,S009,P006,C0053,2023-09-01,1,10.04,0.0,10.04
T20653,S001,P016,,2024-12-30,1,10.49,0.05,9.97
T20654,S005,P009,,2024-01-06,1,19.43,0.0,19.43
T20655,S014,P024,C0473,2024-03-28,1,20.34,0.0,20.34
T20656,S006,P017,C1314,2024-01-07,1,12.23,0.05,11.62
T20657,S002,P018,C0286,2022-12-28,1,11.45,0.0,11.45
T20658,S004,P014,C0084,2024-10-10,1,11.84,0.05,11.25
T20659,S004,P010,C0676,2024-05-19,1,16.54,0.05,15.71
T20660,S001,P024,C1370,2022-07-09,1,20.13,0.0,20.13
T20661,S013,P014,,2024-12-05,1,12.08,0.0,12.08
T20662,S007,P025,,2024-02-06,1,24.17,0.0,24.17
T20663,S012,P007,,2024-10-27,1,17.97,0.0,17.97
T20664,S011,P002,,2024-11-22,1,12.26,0.0,12.26
T20665,S013,P006,C1370,2024-11-09,1,10.28,0.0,10.28
T20666,S003,P018,C0117,2024-04-05,1,11.07,0.0,11.07
T20667,S002,P014,C1056,2024-11-30,3,12.32,0.0,36.96
T20668,S015,P007,,2024-12-30,1,18.06,0.0,18.06
T20669,S002,P018,,2023-04-09,1,11.44,0.0,11.44
T20670,S010,P003,C0635,2023-04-18,1,14.39,0.0,14.39
T20671,S007,P021,C0106,2024-12-10,1,13.08,0.0,13.08
T20672,S011,P021,C1583,2024-12-07,1,12.72,0.0,12.72
T20673,S007,P023,,2023-08-13,2,21.42,0.0,42.84
T20674,S008,P021,C0320,2024-10-12,1,13.15,0.0,13.15
T20675,S003,P001,C1915,2023-07-27,2,7.9,0.0,15.8
T20676,S011,P018,C1413,2024-12-03,1,11.4,0.0,11.4
T20677,S001,P025,,2023-12-03,1,25.8,0.0,25.8
T20678,S014,P021,C0394,2024-07-31,2,13.08,0.0,26.16
T20679,S015,P013,C1203,2024-12-29,1,14.19,0.0,14.19
T20680,S008,P026,,2023-09-08,1,25.98,0.0,25.98
T20681,S001,P008,C0461,2022-07-13,1,16.62,0.0,16.62
T20682,S001,P009,C0054,2024-12-19,1,19.42,0.0,19.42
T20683,S013,P001,C1239,2024-07-03,1,7.75,0.0,7.75
T20684,S003,P018,C0902,2024-09-01,1,11.06,0.0,11.06
T20685,S005,P009,C1493,2022-12-19,1,19.83,0.05,18.84
T20686,S014,P011,C0679,2024-01-19,1,9.66,0.0,9.66
T20687,S014,P003,C0068,2024-01-13,2,13.73,0.0,27.46
T20688,S008,P017,C1036,2024-09-14,1,11.45,0.05,10.88
T20689,S010,P003,C1449,2023-03-09,2,14.65,0.0,29.3
T20690,S014,P007,C1905,2024-08-16,1,18.67,0.0,18.67
T20691,S014,P011,C1813,2024-03-07,1,9.65,0.0,9.65
T20692,S015,P021,C0340,2024-12-29,1,13.54,0.0,13.54
T20693,S014,P001,C0373,2023-12-29,2,8.29,0.0,16.58
T20694,S013,P016,C1853,2024-10-23,1,10.06,0.0,10.06
T20695,S013,P002,C0919,2024-08-09,1,12.1,0.0,12.1
T20696,S010,P004,C1273,2024-05-13,2,14.57,0.0,29.14
T20697,S011,P006,,2024-11-24,1,9.59,0.0,9.59
T20698,S014,P016,C0978,2024-05-21,1,9.72,0.0,9.72
T20699,S001,P025,C0161,2024-08-18,1,25.0,0.0,25.0
T20700,S004,P005,C1383,2024-03-11,1,16.02,0.0,16.02
T20701,S001,P001,C0857,2024-01-02,1,7.72,0.0,7.72
T20702,S007,P001,C0694,2024-08-26,1,7.82,0.0,7.82
T20703,S004,P005,,2023-05-17,1,15.72,0.0,15.72
T20704,S014,P002,,2024-12-01,2,12.38,0.0,24.76
T20705,S014,P008,C0366,2024-08-19,1,17.62,0.0,17.62
T20706,S001,P019,C0031,2024-02-24,1,13.89,0.0,13.89
T20707,S009,P023,,2024-10-02,2,22.87,0.0,45.74
T20708,S014,P010,C0736,2024-07-22,1,15.7,0.0,15.7
T20709,S003,P014,C1939,2023-02-10,2,12.32,0.0,24.64
T20710,S007,P024,C0217,2023-04-09,2,20.6,0.0,41.2
T20711,S012,P016,C0172,2024-12-23,1,10.07,0.0,10.07
T20712,S014,P007,C1084,2024-04-21,1,17.31,0.0,17.31
T20713,S005,P008,,2023-08-21,1,16.65,0.0,16.65
T20714,S014,P020,C1939,2024-07-21,1,18.14,0.0,18.14
T20715,S009,P016,C0396,2023-11-29,1,9.92,0.0,9.92
T20716,S004,P026,C0738,2024-10-12,2,26.97,0.0,53.94
T20717,S001,P022,C0296,2022-03-28,2,16.54,0.0,33.08
T20718,S011,P004,C0540,2024-11-18,1,15.44,0.0,15.44
T20719,S013,P004,C1177,2024-07-03,1,15.23,0.0,15.23
T20720,S011,P005,,2024-12-13,1,15.5,0.0,15.5
T20721,S009,P017,C1483,2024-04-26,1,12.17,0.0,12.17
T20722,S001,P016,C1975,2023-01-29,2,10.19,0.15,17.32
T20723,S012,P025,C0622,2024-11-07,1,24.51,0.0,24.51
T20724,S014,P010,C1446,2024-06-02,2,15.51,0.0,31.02
T20725,S009,P012,C0720,2024-04-15,1,10.04,0.0,10.04
T20726,S007,P014,C0246,2024-01-27,1,11.79,0.1,10.61
T20727,S009,P003,C1827,2024-05-26,2,14.69,0.0,29.38
T20728,S011,P001,C1920,2024-12-04,2,7.97,0.0,15.94
T20729,S011,P014,C0941,2024-12-20,1,12.48,0.0,12.48
T20730,S014,P007,C0412,2023-12-17,1,17.2,0.0,17.2
T20731,S013,P002,C0204,2024-08-23,3,12.14,0.0,36.42
T20732,S014,P019,,2024-09-07,1,14.46,0.0,14.46
T20733,S003,P002,C0918,2024-01-19,2,11.63,0.15,19.77
T20734,S013,P016,C1727,2024-07-02,1,9.83,0.0,9.83
T20735,S015,P017,C1273,2024-12-29,1,11.47,0.0,11.47
T20736,S001,P011,C0958,2024-05-26,1,10.33,0.15,8.78
T20737,S014,P016,C1083,2024-10-18,2,9.82,0.0,19.64
T20738,S004,P029,C0460,2023-01-28,1,56.66,0.05,53.83
T20739,S001,P020,,2023-05-21,1,17.21,0.0,17.21
T20740,S011,P006,C1183,2024-12-11,1,10.48,0.0,10.48
T20741,S004,P018,C1840,2023-01-16,1,10.89,0.0,10.89
T20742,S014,P006,C1173,2024-04-26,1,9.84,0.0,9.84
T20743,S015,P012,C0161,2024-12-26,1,10.05,0.0,10.05
T20744,S009,P011,C1792,2024-11-14,1,9.68,0.0,9.68
T20745,S006,P017,C0244,2024-11-01,2,11.42,0.0,22.84
T20746,S008,P004,C1678,2024-04-06,1,15.03,0.0,15.03
T20747,S011,P006,,2024-11-28,1,9.86,0.0,9.86
T20748,S011,P010,C1108,2024-12-05,1,15.73,0.0,15.73
T20749,S003,P026,C1431,2023-06-01,2,27.36,0.1,49.25
T20750,S004,P026,,2023-05-13,1,27.1,0.0,27.1
T20751,S007,P006,C0139,2024-07-30,2,9.78,0.0,19.56
T20752,S014,P003,C1139,2024-10-21,1,13.52,0.0,13.52
T20753,S004,P005,C1428,2023-09-30,1,15.65,0.0,15.65
T20754,S004,P024,C0701,2024-09-02,1,20.89,0.0,20.89
T20755,S001,P011,,2024-08-08,1,9.52,0.0,9.52
T20756,S007,P023,,2023-12-25,2,21.59,0.05,41.02
T20757,S004,P004,,2023-08-14,2,14.74,0.0,29.48
T20758,S008,P021,C1870,2024-12-20,2,13.57,0.0,27.14
T20759,S001,P004,C1589,2023-12-27,1,14.44,0.05,13.72
T20760,S013,P003,C1277,2024-11-23,1,13.44,0.0,13.44
T20761,S011,P019,C0074,2024-11-28,1,13.58,0.0,13.58
T20762,S005,P023,C0626,2022-11-17,1,22.12,0.0,22.12
T20763,S005,P004,C0746,2024-03-20,1,14.96,0.0,14.96
T20764,S001,P010,C0626,2022-04-16,1,16.56,0.0,16.56
T20765,S007,P009,C0487,2023-07-28,3,18.48,0.0,55.44
T20766,S004,P018,C0797,2024-01-17,2,10.92,0.05,20.75
T20767,S009,P020,C0492,2024-04-25,1,18.87,0.0,18.87
T20768,S013,P006,C1370,2024-07-09,1,10.13,0.0,10.13
T20769,S015,P006,C1658,2024-12-28,3,10.02,0.0,30.06
T20770,S015,P003,C1074,2024-12-29,1,13.78,0.0,13.78
T20771,S006,P004,C0168,2023-11-03,2,14.87,0.0,29.74
T20772,S014,P006,C1551,2024-01-24,1,10.5,0.05,9.98
T20773,S001,P006,C0027,2023-10-01,1,9.8,0.0,9.8
T20774,S015,P005,C1220,2024-12-26,1,16.34,0.15,13.89
T20775,S013,P008,,2024-10-21,1,16.5,0.0,16.5
T20776,S009,P021,C0411,2024-02-15,3,13.36,0.0,40.08
T20777,S009,P017,,2024-01-30,1,11.95,0.0,11.95
T20778,S006,P007,C0989,2024-01-26,2,17.88,0.0,35.76
T20779,S009,P005,,2024-01-23,1,16.53,0.0,16.53
T20780,S013,P007,C1816,2024-11-01,1,17.27,0.0,17.27
T20781,S004,P014,,2023-04-09,1,11.77,0.0,11.77
T20782,S007,P004,,2024-07-04,2,15.43,0.0,30.86
T20783,S011,P015,C1892,2024-12-24,2,12.55,0.0,25.1
T20784,S007,P003,,2024-12-15,1,14.43,0.0,14.43
T20785,S008,P026,,2024-10-16,1,27.64,0.0,27.64
T20786,S001,P007,C1294,2023-05-04,1,18.39,0.0,18.39
T20787,S013,P005,C0370,2024-12-29,1,16.59,0.0,16.59
T20788,S011,P006,C0299,2024-12-26,1,10.26,0.0,10.26
T20789,S004,P015,C0615,2023-03-27,1,12.91,0.0,12.91
T20790,S010,P009,C1998,2023-10-17,2,18.09,0.0,36.18
T20791,S004,P014,C1285,2024-06-24,1,11.87,0.0,11.87
T20792,S001,P020,C1388,2023-11-09,3,18.82,0.0,56.46
T20793,S003,P021,C0669,2023-02-26,1,12.41,0.0,12.41
T20794,S002,P007,C1247,2022-06-16,1,18.15,0.0,18.15
T20795,S015,P022,,2024-12-29,1,15.26,0.0,15.26
T20796,S009,P022,C1192,2024-06-18,1,16.75,0.0,16.75
T20797,S004,P003,,2024-02-23,1,14.59,0.0,14.59
T20798,S001,P019,C0422,2022-12-29,1,14.59,0.0,14.59
T20799,S008,P024,C0080,2024-04-01,2,19.17,0.0,38.34
T20800,S002,P007,C0481,2023-01-05,1,18.5,0.1,16.65
T20801,S003,P012,C0584,2023-09-26,2,9.78,0.0,19.56
T20802,S002,P004,,2022-12-03,1,14.29,0.0,14.29
T20803,S003,P009,C0445,2023-03-20,2,19.13,0.0,38.26
T20804,S015,P019,C1006,2024-12-29,1,13.44,0.0,13.44
T20805,S014,P003,C1208,2024-11-14,1,13.35,0.0,13.35
T20806,S008,P002,C1467,2024-04-30,2,11.79,0.0,23.58
T20807,S014,P001,C1163,2024-06-26,2,7.89,0.0,15.78
T20808,S002,P028,C0712,2024-05-11,2,62.36,0.05,118.48
T20809,S012,P002,C0243,2024-11-21,1,12.56,0.0,12.56
T20810,S007,P006,C1313,2024-08-12,2,10.17,0.0,20.34
T20811,S003,P020,C0532,2022-09-03,1,17.34,0.0,17.34
T20812,S003,P025,C0674,2023-06-06,1,25.07,0.0,25.07
T20813,S009,P004,,2023-12-13,1,14.67,0.0,14.67
T20814,S004,P019,C0613,2023-07-05,1,14.35,0.0,14.35
T20815,S001,P003,C0304,2023-03-10,1,14.66,0.05,13.93
T20816,S009,P017,C1506,2024-12-15,1,11.61,0.0,11.61
T20817,S005,P020,C0477,2024-01-22,1,17.91,0.0,17.91
T20818,S014,P016,C0527,2024-09-09,2,9.91,0.0,19.82
T20819,S003,P022,,2024-10-08,1,15.57,0.0,15.57
T20820,S009,P010,C0840,2023-09-02,1,15.7,0.0,15.7
T20821,S013,P028,C1512,2024-08-20,1,63.66,0.0,63.66
T20822,S001,P010,C1079,2023-05-02,1,15.73,0.05,14.94
T20823,S014,P009,,2024-12-23,1,18.61,0.0,18.61
T20824,S013,P021,,2024-11-18,1,13.05,0.0,13.05
T20825,S004,P003,C0043,2023-11-24,1,14.53,0.0,14.53
T20826,S006,P018,C1221,2022-07-19,2,10.9,0.0,21.8
